"CN","SPCD","common","diameter","height"
499569932126144,95,"black spruce",7.4,52
499569933126144,105,"jack pine",6.3,47
499569934126144,95,"black spruce",6,37
499569935126144,105,"jack pine",5.5,50
499569936126144,105,"jack pine",5.9,48
499569937126144,95,"black spruce",5.3,36
499569938126144,95,"black spruce",6,43
499569939126144,105,"jack pine",6.4,49
499569940126144,375,"paper birch",1.1,14
499569941126144,105,"jack pine",5.4,48
499569942126144,125,"red pine",5.5,43
499569943126144,375,"paper birch",5.2,42
499569944126144,105,"jack pine",5.1,49
499569945126144,105,"jack pine",8.1,50
499615469126144,95,"black spruce",5.2,39
499615470126144,95,"black spruce",5.3,38
499615472126144,95,"black spruce",3.7,26
499615473126144,71,"tamarack (native)",2.3,20
499615474126144,95,"black spruce",1.1,9
499615475126144,71,"tamarack (native)",1.5,15
499615477126144,95,"black spruce",1.9,14
499615478126144,95,"black spruce",3.4,22
499615479126144,95,"black spruce",1.1,10
499615480126144,95,"black spruce",1,10
499615481126144,95,"black spruce",1,9
499615482126144,95,"black spruce",2,19
499615483126144,95,"black spruce",2.2,17
499615485126144,95,"black spruce",5.3,38
499615486126144,95,"black spruce",2.4,16
499615487126144,95,"black spruce",1.2,10
499615488126144,95,"black spruce",1.1,9
499615489126144,95,"black spruce",1.1,9
499625603126144,94,"white spruce",6.7,37
499625604126144,316,"red maple",5.1,40
499625616126144,316,"red maple",2.8,34
499625617126144,95,"black spruce",7.2,49
499625618126144,95,"black spruce",6,36
499583532126144,12,"balsam fir",7.2,41
499583556126144,746,"quaking aspen",2.1,28
499583564126144,94,"white spruce",12.5,47
499583570126144,316,"red maple",7.1,54
499583582126144,746,"quaking aspen",5,43
499583583126144,746,"quaking aspen",6,43
499598646126144,12,"balsam fir",4,26
499598647126144,94,"white spruce",6.6,31
499598650126144,746,"quaking aspen",2.3,26
499598651126144,746,"quaking aspen",1.8,23
499598652126144,746,"quaking aspen",1.7,24
499598655126144,129,"eastern white pine",6.2,24
499598665126144,746,"quaking aspen",2.8,33
499598679126144,743,"bigtooth aspen",1.5,17
499598680126144,12,"balsam fir",5.3,24
499598681126144,12,"balsam fir",5,27
499598684126144,746,"quaking aspen",2.5,24
499598686126144,94,"white spruce",4,20
499598688126144,129,"eastern white pine",6.1,26
499598689126144,129,"eastern white pine",5.4,23
499572949126144,746,"quaking aspen",16.6,78
499572953126144,318,"sugar maple",5.2,37
499572955126144,12,"balsam fir",6.3,50
499572957126144,316,"red maple",6.9,53
499572958126144,12,"balsam fir",6.2,43
499572959126144,12,"balsam fir",2.8,19
499572960126144,316,"red maple",7.2,55
499572962126144,12,"balsam fir",5.9,48
499572963126144,316,"red maple",8.9,61
499572964126144,316,"red maple",7.2,52
499572966126144,316,"red maple",10.2,59
499572967126144,316,"red maple",5.8,50
499572970126144,316,"red maple",7.7,50
499572971126144,316,"red maple",6.6,48
499572972126144,316,"red maple",5.5,50
499572973126144,316,"red maple",5.7,53
499572974126144,12,"balsam fir",6.1,37
499572975126144,316,"red maple",5.5,40
499572976126144,12,"balsam fir",5.1,38
499572977126144,12,"balsam fir",6.2,40
499572978126144,12,"balsam fir",1.2,11
499572979126144,12,"balsam fir",1,9
499572981126144,12,"balsam fir",8,52
499572982126144,746,"quaking aspen",14.2,70
499572984126144,12,"balsam fir",6.5,50
499572986126144,746,"quaking aspen",15.2,72
499572987126144,746,"quaking aspen",12.7,71
499572988126144,316,"red maple",8,55
499572991126144,12,"balsam fir",5.2,35
499572992126144,12,"balsam fir",9.5,40
499572993126144,316,"red maple",10.6,62
499572994126144,316,"red maple",10.5,60
499572995126144,316,"red maple",5.5,43
499572996126144,316,"red maple",7.7,57
499572997126144,316,"red maple",6,51
499572998126144,316,"red maple",10.5,60
499572999126144,12,"balsam fir",8.8,62
499573000126144,12,"balsam fir",6.7,34
499573001126144,12,"balsam fir",5.7,33
499626252126144,95,"black spruce",3.3,27
499626253126144,95,"black spruce",1.2,7
499626254126144,95,"black spruce",2.3,16
499626255126144,95,"black spruce",1.5,12
499626256126144,95,"black spruce",2.7,23
499626257126144,95,"black spruce",1.1,9
499626258126144,95,"black spruce",1.2,14
499626259126144,95,"black spruce",3,25
499626260126144,95,"black spruce",2.5,19
499626261126144,95,"black spruce",1.9,17
499626262126144,95,"black spruce",2.2,15
499626263126144,95,"black spruce",1.6,15
499626264126144,95,"black spruce",2.4,19
499626265126144,95,"black spruce",3.8,27
499626266126144,95,"black spruce",1.4,9
499626267126144,95,"black spruce",3.2,22
499626268126144,95,"black spruce",2,12
499614636126144,95,"black spruce",10.7,51
499614637126144,95,"black spruce",9.7,51
499614639126144,95,"black spruce",9.9,50
499614640126144,95,"black spruce",9.6,50
499614641126144,95,"black spruce",9.7,53
499614642126144,95,"black spruce",7.9,43
499614643126144,95,"black spruce",9.8,58
499614644126144,95,"black spruce",8.7,48
499614645126144,12,"balsam fir",1.6,12
499614646126144,12,"balsam fir",1.2,8
499614648126144,12,"balsam fir",1.1,8
499614649126144,12,"balsam fir",1.2,10
499614650126144,95,"black spruce",13.1,61
499614651126144,95,"black spruce",13.1,65
499614652126144,95,"black spruce",7.4,47
499614653126144,95,"black spruce",10.3,56
499614654126144,241,"northern white-cedar",17,45
499614655126144,95,"black spruce",8.9,48
499614656126144,95,"black spruce",9.6,44
499614657126144,95,"black spruce",11.5,43
499614658126144,12,"balsam fir",1.8,12
499614659126144,12,"balsam fir",2,15
499614660126144,12,"balsam fir",1.6,11
499614661126144,95,"black spruce",11.8,54
499614663126144,95,"black spruce",15.1,63
499614664126144,12,"balsam fir",1.1,9
499614665126144,95,"black spruce",10.4,64
499614666126144,95,"black spruce",10.1,62
499614667126144,12,"balsam fir",5.9,28
499614668126144,12,"balsam fir",6.5,36
499614669126144,12,"balsam fir",5.1,28
499609400126144,12,"balsam fir",12.6,55
499609401126144,316,"red maple",6.8,46
499609403126144,746,"quaking aspen",4.4,52
499609404126144,375,"paper birch",4.2,40
499609405126144,746,"quaking aspen",1.8,28
499609406126144,316,"red maple",1.1,19
499609407126144,316,"red maple",1.6,25
499609408126144,316,"red maple",1.3,21
499609409126144,316,"red maple",1.2,20
499609410126144,316,"red maple",1.4,22
499609411126144,316,"red maple",1.2,21
499609412126144,316,"red maple",1.5,27
499609414126144,746,"quaking aspen",5.5,51
499609416126144,746,"quaking aspen",2.8,33
499609417126144,746,"quaking aspen",2.9,37
499609419126144,375,"paper birch",5.5,37
499609420126144,746,"quaking aspen",7.6,50
499609422126144,12,"balsam fir",6.2,25
499609423126144,12,"balsam fir",5.4,25
499609424126144,12,"balsam fir",5,36
499609425126144,746,"quaking aspen",5.1,34
499609426126144,375,"paper birch",1,17
499609427126144,375,"paper birch",1.6,21
499609428126144,375,"paper birch",1.1,16
499609429126144,375,"paper birch",2.7,27
499609430126144,746,"quaking aspen",3.1,32
499609431126144,746,"quaking aspen",3.8,38
499609432126144,746,"quaking aspen",2.3,28
499609434126144,746,"quaking aspen",1.4,18
499609437126144,746,"quaking aspen",1.3,16
499609438126144,356,"serviceberry spp.",1.1,16
499609441126144,746,"quaking aspen",5,44
499609442126144,746,"quaking aspen",5,44
499579388126144,129,"eastern white pine",13.5,65
499579392126144,125,"red pine",15.9,66
499625643126144,12,"balsam fir",5.7,40
499625645126144,12,"balsam fir",5.6,38
499625655126144,94,"white spruce",8.1,34
499625656126144,94,"white spruce",5.7,26
499625657126144,746,"quaking aspen",15.5,66
499625662126144,12,"balsam fir",7,39
499625663126144,316,"red maple",6.2,46
499625664126144,316,"red maple",5.6,45
499625665126144,316,"red maple",5,38
499625669126144,95,"black spruce",6.9,32
499572383126144,543,"black ash",12.4,45
499572386126144,371,"yellow birch",8.7,48
499572389126144,241,"northern white-cedar",9.3,34
499572391126144,371,"yellow birch",6.3,42
499572393126144,543,"black ash",1,16
499572396126144,543,"black ash",14.7,53
499572397126144,543,"black ash",6.1,34
499572398126144,543,"black ash",7.2,39
499572399126144,241,"northern white-cedar",11.7,40
499572400126144,543,"black ash",2.4,24
499572401126144,543,"black ash",3.1,25
499572402126144,543,"black ash",1.3,18
499572403126144,543,"black ash",2.2,25
499572404126144,241,"northern white-cedar",5.7,23
499572405126144,543,"black ash",5.5,45
499572406126144,12,"balsam fir",3.4,27
499572408126144,241,"northern white-cedar",10.8,33
499572412126144,12,"balsam fir",5.2,21
499572414126144,543,"black ash",8.8,37
499572417126144,543,"black ash",15.7,58
499572420126144,543,"black ash",7.4,40
499572422126144,543,"black ash",13.1,60
499572423126144,371,"yellow birch",2.8,28
499572424126144,371,"yellow birch",2.9,29
499572425126144,371,"yellow birch",2.3,28
499572426126144,543,"black ash",6.1,45
499572428126144,543,"black ash",5.7,42
499572429126144,371,"yellow birch",1.5,24
499572431126144,543,"black ash",6.8,32
499572432126144,543,"black ash",6.2,34
499572434126144,316,"red maple",6.5,33
499572435126144,371,"yellow birch",1.9,16
499572436126144,371,"yellow birch",1.7,16
499572439126144,543,"black ash",5,35
499572440126144,371,"yellow birch",1.2,16
499555322126144,71,"tamarack (native)",7.5,54
499555327126144,71,"tamarack (native)",7.5,65
499555329126144,71,"tamarack (native)",6.3,46
499555331126144,71,"tamarack (native)",7.9,66
499555332126144,71,"tamarack (native)",7.3,63
499555336126144,71,"tamarack (native)",5.6,58
499555341126144,71,"tamarack (native)",7.7,61
499555342126144,71,"tamarack (native)",9.3,62
499555343126144,71,"tamarack (native)",9.3,61
499555344126144,71,"tamarack (native)",8.4,57
499555347126144,71,"tamarack (native)",8.2,64
499555348126144,543,"black ash",5.6,42
499555349126144,71,"tamarack (native)",8.5,65
499555351126144,543,"black ash",1.8,18
499555352126144,543,"black ash",1.9,23
499555353126144,543,"black ash",1.7,24
499555354126144,543,"black ash",2.5,27
499555355126144,543,"black ash",1,16
499555357126144,71,"tamarack (native)",9.4,65
499555358126144,71,"tamarack (native)",6.6,52
499555360126144,71,"tamarack (native)",8.4,68
499555361126144,71,"tamarack (native)",9.7,65
499555362126144,71,"tamarack (native)",11.5,70
499555366126144,71,"tamarack (native)",8.9,70
499555368126144,375,"paper birch",1.5,18
499555370126144,71,"tamarack (native)",7.8,53
499555373126144,71,"tamarack (native)",10,65
499555376126144,71,"tamarack (native)",8.4,55
499555377126144,71,"tamarack (native)",8.2,38
499555379126144,71,"tamarack (native)",12.3,63
499555380126144,71,"tamarack (native)",8.4,59
499605339126144,746,"quaking aspen",4.2,37
499605340126144,746,"quaking aspen",3.5,37
499605342126144,746,"quaking aspen",1.2,18
499605343126144,746,"quaking aspen",3.4,35
499605345126144,746,"quaking aspen",2.7,33
499605346126144,746,"quaking aspen",1.2,19
499605347126144,746,"quaking aspen",3.2,34
499605349126144,746,"quaking aspen",2.7,34
499605350126144,746,"quaking aspen",1.3,17
499605352126144,746,"quaking aspen",5.7,45
499605353126144,746,"quaking aspen",1.5,17
499605354126144,746,"quaking aspen",2.6,24
499605355126144,746,"quaking aspen",2.6,29
499605356126144,746,"quaking aspen",2.2,21
499605357126144,746,"quaking aspen",2.2,22
499605358126144,746,"quaking aspen",3.3,34
499605359126144,746,"quaking aspen",1.9,29
499605361126144,746,"quaking aspen",2.1,21
499605362126144,375,"paper birch",8.1,46
499605363126144,316,"red maple",2.9,26
499605364126144,746,"quaking aspen",3.7,35
499605365126144,746,"quaking aspen",3.6,34
499605366126144,94,"white spruce",2.3,15
499605368126144,12,"balsam fir",1.5,13
499605369126144,12,"balsam fir",1,10
499605370126144,746,"quaking aspen",3.3,26
499605371126144,746,"quaking aspen",3.1,26
499605372126144,746,"quaking aspen",2.4,19
499605373126144,746,"quaking aspen",3.4,25
499605374126144,746,"quaking aspen",1,13
499589456126144,746,"quaking aspen",6.2,43
499589458126144,375,"paper birch",2.2,29
499589459126144,746,"quaking aspen",2.9,34
499589460126144,746,"quaking aspen",3,37
499589461126144,746,"quaking aspen",1.7,25
499589463126144,375,"paper birch",1.5,23
499589464126144,375,"paper birch",1.3,27
499589465126144,375,"paper birch",1.3,21
499589466126144,375,"paper birch",1.1,20
499589467126144,746,"quaking aspen",6.1,52
499589469126144,746,"quaking aspen",5.1,55
499589470126144,746,"quaking aspen",6.7,55
499589479126144,746,"quaking aspen",4.3,44
499589480126144,746,"quaking aspen",5,44
499589484126144,375,"paper birch",3.7,37
499589485126144,375,"paper birch",2.1,27
499589486126144,746,"quaking aspen",1.7,22
499589487126144,746,"quaking aspen",6.5,49
499589492126144,746,"quaking aspen",2.7,39
499589493126144,746,"quaking aspen",3.5,42
499589494126144,746,"quaking aspen",2.7,29
499589496126144,746,"quaking aspen",3.1,34
499566755126144,543,"black ash",10.4,56
499566757126144,543,"black ash",8.5,58
499566766126144,543,"black ash",6.6,57
499566768126144,543,"black ash",3.1,33
499566770126144,543,"black ash",5.2,47
499566772126144,543,"black ash",5.5,42
499566773126144,543,"black ash",10.3,60
499566774126144,543,"black ash",10.5,62
499566788126144,241,"northern white-cedar",10,41
499566789126144,543,"black ash",6.8,45
499566793126144,12,"balsam fir",6,38
499566794126144,543,"black ash",7.3,58
499566796126144,543,"black ash",6.5,45
499566803126144,543,"black ash",11.8,60
499566806126144,543,"black ash",4.9,45
499566807126144,543,"black ash",5.3,38
499617764126144,71,"tamarack (native)",7.7,53
499617765126144,71,"tamarack (native)",10.1,61
499617768126144,71,"tamarack (native)",7.3,57
499617772126144,71,"tamarack (native)",12.3,48
499617774126144,71,"tamarack (native)",1.1,17
499617775126144,71,"tamarack (native)",2.1,25
499617776126144,71,"tamarack (native)",12.5,64
499617782126144,71,"tamarack (native)",9.3,70
499617787126144,95,"black spruce",5.9,41
499617788126144,95,"black spruce",5.8,47
499617794126144,71,"tamarack (native)",9.7,63
499617795126144,95,"black spruce",6,50
499617798126144,71,"tamarack (native)",10.7,70
